0.25  0.0282945
0.25985  0.0721717
0.2697  0.090396
0.27955  0.0667933
0.2894  0.0289888
0.29925  0.00730669
0.3091  0.0110738
0.31895  0.0307792
0.3288  0.0510769
0.33865  0.0611559
0.3485  0.0581469
0.35835  0.0453686
0.3682  0.0287575
0.37805  0.0138321
0.3879  0.00408062
0.39775  0.000657687
0.4076  0.00288032
0.41745  0.00901373
0.4273  0.0170049
0.43715  0.0250036
0.447  0.031643
0.45685  0.0361211
0.4667  0.0381518
0.47655  0.0378479
0.4864  0.0355844
0.49625  0.0318721
0.5061  0.0272571
0.51595  0.0222502
0.5258  0.0172841
0.53565  0.0126941
0.5455  0.00871455
0.55535  0.00548657
0.5652  0.00307215
0.57505  0.00147035
0.5849  0.000633759
0.59475  0.000483534
0.6046  0.000922145
0.61445  0.00184366
0.6243  0.00314153
0.63415  0.0047142
0.644  0.00646877
0.65385  0.00832318
0.6637  0.0102072
0.67355  0.0120624
0.6834  0.0138421
0.69325  0.0155099
0.7031  0.0170391
0.71295  0.018411
0.7228  0.0196143
0.73265  0.0206433
0.7425  0.0214972
0.75235  0.022179
0.7622  0.0226946
0.77205  0.0230523
0.7819  0.0232616
0.79175  0.0233334
0.8016  0.023279
0.81145  0.0231102
0.8213  0.0228386
0.83115  0.0224756
0.841  0.0220324
0.85085  0.0215195
0.8607  0.020947
0.87055  0.0203243
0.8804  0.0196601
0.89025  0.0189625
0.9001  0.018239
0.90995  0.0174965
0.9198  0.0167411
0.92965  0.0159784
0.9395  0.0152134
0.94935  0.0144507
0.9592  0.0136943
0.96905  0.0129477
0.9789  0.0122141
0.98875  0.0114962
0.9986  0.0107963
1.00845  0.0101165
1.0183  0.00945854
1.02815  0.00882381
1.038  0.00821353
1.04785  0.00762866
1.0577  0.00706995
1.06755  0.00653797
1.0774  0.00603311
1.08725  0.00555561
1.0971  0.00510558
1.10695  0.00468302
1.1168  0.00428778
1.12665  0.00391967
1.1365  0.00357836
1.14635  0.0032635
1.1562  0.00297463
1.16605  0.00271126
1.1759  0.00247284
1.18575  0.00225878
1.1956  0.00206847
1.20545  0.00190125
1.2153  0.00175645
1.22515  0.00163338
1.235  0.00153133
