0.25 0.0282945 1e-27
0.259985 0.072703 1e-27
0.26997 0.0902431 1e-27
0.279955 0.0652677 1e-27
0.28994 0.0271895 1e-27
0.299925 0.00678346 1e-27
0.30991 0.0123004 1e-27
0.319895 0.0329278 1e-27
0.32988 0.0528003 1e-27
0.339865 0.0614704 1e-27
0.34985 0.0568514 1e-27
0.359835 0.042958 1e-27
0.36982 0.0260647 1e-27
0.379805 0.0116535 1e-27
0.38979 0.00293317 1e-27
0.399775 0.000700308 1e-27
0.40976 0.00396142 1e-27
0.419745 0.0107837 1e-27
0.42973 0.0190397 1e-27
0.439715 0.0269059 1e-27
0.4497 0.0331062 1e-27
0.459685 0.0369578 1e-27
0.46967 0.0382928 1e-27
0.479655 0.0373234 1e-27
0.48964 0.0344965 1e-27
0.499625 0.0303655 1e-27
0.50961 0.0254935 1e-27
0.519595 0.0203877 1e-27
0.52958 0.0154633 1e-27
0.539565 0.0110295 1e-27
0.54955 0.00729118 1e-27
0.559535 0.00436015 1e-27
0.56952 0.00227148 1e-27
0.579505 0.00100133 1e-27
0.58949 0.000483972 1e-27
0.599475 0.000626871 1e-27
0.60946 0.00132316 1e-27
0.619445 0.00246134 1e-27
0.62943 0.00393244 1e-27
0.639415 0.00563495 1e-27
0.6494 0.00747786 1e-27
0.659385 0.00938229 1e-27
0.66937 0.011282 1e-27
0.679355 0.0131231 1e-27
0.68934 0.0148633 1e-27
0.699325 0.0164709 1e-27
0.70931 0.0179234 1e-27
0.719295 0.0192062 1e-27
0.72928 0.0203113 1e-27
0.739265 0.0212363 1e-27
0.74925 0.021983 1e-27
0.759235 0.0225568 1e-27
0.76922 0.0229655 1e-27
0.779205 0.0232188 1e-27
0.78919 0.0233277 1e-27
0.799175 0.0233038 1e-27
0.80916 0.0231594 1e-27
0.819145 0.0229066 1e-27
0.82913 0.0225574 1e-27
0.839115 0.0221233 1e-27
0.8491 0.0216157 1e-27
0.859085 0.0210449 1e-27
0.86907 0.020421 1e-27
0.879055 0.0197532 1e-27
0.88904 0.01905 1e-27
0.899025 0.0183193 1e-27
0.90901 0.0175682 1e-27
