0.25 0.0806407 4.64159e-27
0.259985 0.146409 4.64159e-27
0.26997 0.207593 4.64159e-27
0.279955 0.193172 4.64159e-27
0.28994 0.125891 4.64159e-27
0.299925 0.0664851 4.64159e-27
0.30991 0.0524339 4.64159e-27
0.319895 0.0809221 4.64159e-27
0.32988 0.125318 4.64159e-27
0.339865 0.158288 4.64159e-27
0.34985 0.165423 4.64159e-27
0.359835 0.147082 4.64159e-27
0.36982 0.113206 4.64159e-27
0.379805 0.0765204 4.64159e-27
0.38979 0.0474661 4.64159e-27
0.399775 0.0318266 4.64159e-27
0.40976 0.0306306 4.64159e-27
0.419745 0.0413663 4.64159e-27
0.42973 0.0596232 4.64159e-27
0.439715 0.0805723 4.64159e-27
0.4497 0.10001 4.64159e-27
0.459685 0.114915 4.64159e-27
0.46967 0.123611 4.64159e-27
0.479655 0.12564 4.64159e-27
0.48964 0.121497 4.64159e-27
0.499625 0.112313 4.64159e-27
0.50961 0.0995472 4.64159e-27
0.519595 0.0847443 4.64159e-27
0.52958 0.0693472 4.64159e-27
0.539565 0.0545831 4.64159e-27
0.54955 0.0414033 4.64159e-27
0.559535 0.0304685 4.64159e-27
0.56952 0.0221638 4.64159e-27
0.579505 0.016634 4.64159e-27
0.58949 0.0138281 4.64159e-27
0.599475 0.0135464 4.64159e-27
0.60946 0.0154859 4.64159e-27
0.619445 0.0192807 4.64159e-27
0.62943 0.0245356 4.64159e-27
0.639415 0.0308534 4.64159e-27
0.6494 0.0378546 4.64159e-27
0.659385 0.0451922 4.64159e-27
0.66937 0.05256 4.64159e-27
0.679355 0.0596982 4.64159e-27
0.68934 0.0663939 4.64159e-27
0.699325 0.0724808 4.64159e-27
0.70931 0.0778361 4.64159e-27
0.719295 0.0823766 4.64159e-27
0.72928 0.086054 4.64159e-27
0.739265 0.0888503 4.64159e-27
0.74925 0.0907723 4.64159e-27
0.759235 0.0918476 4.64159e-27
0.76922 0.0921197 4.64159e-27
0.779205 0.0916443 4.64159e-27
0.78919 0.0904857 4.64159e-27
0.799175 0.088714 4.64159e-27
0.80916 0.086402 4.64159e-27
0.819145 0.0836237 4.64159e-27
0.82913 0.0804522 4.64159e-27
0.839115 0.0769583 4.64159e-27
0.8491 0.0732099 4.64159e-27
0.859085 0.0692704 4.64159e-27
0.86907 0.0651991 4.64159e-27
0.879055 0.0610501 4.64159e-27
0.88904 0.0568726 4.64159e-27
0.899025 0.0527106 4.64159e-27
0.90901 0.0486032 4.64159e-27
0.918995 0.0445844 4.64159e-27
0.92898 0.0406836 4.64159e-27
0.938965 0.036926 4.64159e-27
0.94895 0.0333323 4.64159e-27
0.958935 0.0299196 4.64159e-27
0.96892 0.0267014 4.64159e-27
0.978905 0.0236879 4.64159e-27
0.98889 0.0208867 4.64159e-27
0.998875 0.0183025 4.64159e-27
1.00886 0.0159378 4.64159e-27
1.01885 0.0137931 4.64159e-27
1.02883 0.0118672 4.64159e-27
1.03882 0.0101572 4.64159e-27
1.0488 0.00865898 4.64159e-27
1.05879 0.00736735 4.64159e-27
1.06877 0.00627614 4.64159e-27
1.07876 0.00537845 4.64159e-27
1.08874 0.00466677 4.64159e-27
1.09873 0.00413312 4.64159e-27
1.10871 0.00376919 4.64159e-27
1.1187 0.0035664 4.64159e-27
1.12868 0.00351606 4.64159e-27
1.13867 0.00360937 4.64159e-27
1.14865 0.00383758 4.64159e-27
1.15864 0.00419198 4.64159e-27
1.16862 0.00466397 4.64159e-27
1.17861 0.00524514 4.64159e-27
1.18859 0.00592725 4.64159e-27
1.19857 0.0067023 4.64159e-27
1.20856 0.00756256 4.64159e-27
1.21854 0.00850053 4.64159e-27
1.22853 0.00950903 4.64159e-27
1.23851 0.0105812 4.64159e-27
1.2485 0.0117103 4.64159e-27
1.25848 0.0128903 4.64159e-27
1.26847 0.0141149 4.64159e-27
1.27845 0.0153787 4.64159e-27
1.28844 0.0166763 4.64159e-27
1.29842 0.0180024 4.64159e-27
1.30841 0.0193525 4.64159e-27
1.31839 0.020722 4.64159e-27
1.32838 0.0221066 4.64159e-27
1.33836 0.0235025 4.64159e-27
1.34835 0.024906 4.64159e-27
1.35833 0.0263136 4.64159e-27
1.36832 0.0277221 4.64159e-27
1.3783 0.0291286 4.64159e-27
1.38829 0.0305304 4.64159e-27
1.39827 0.031925 4.64159e-27
1.40826 0.0333099 4.64159e-27
1.41824 0.0346831 4.64159e-27
1.42823 0.0360427 4.64159e-27
1.43821 0.0373868 4.64159e-27
1.4482 0.0387139 4.64159e-27
1.45818 0.0400225 4.64159e-27
1.46817 0.0413113 4.64159e-27
1.47815 0.042579 4.64159e-27
1.48814 0.0438247 4.64159e-27
